no,Tweet
854,E-rupee will be disaster for retail sectors.
855,Samajh gaye
856,wo sab thik hai lekin socho agar kabhi Bharat mai koi sarkar videshi parasht aa gyi toh citizens ka kya  haal hoga
857,"UPI is a money transfer mechanism. So it incurs some cost, okay. Then e-rUPI transfer will also require some mechanism, so it will also incur some cost. So why not RBI will charge for e-rUPI?"
858,"India recorded 23.06 billion digital transactions worth Rs 38.3 lakh cr in the third quarter of FY23 of which, 19.65 billion were UPI transactions worth Rs 32.5 lakh cr."
859,UPI is best.
860,UPI WIN
861,That's why phone pay charge 211 instead of 209 during online recharge
862,Kya $1 me digital rupey and normal  rupey ke value alag alag hogi..??
863,"Bob, ICICI,  all bankers in depression"
864,"sir, we will be able to do mining of e-rupee?"
865,Pailet parojekt hai aagar sakses huva to ise lokal kar dega isliye jamana badalne vala hai
866,E rupee per limit laga degi government limited amount he hum e- rupee rakh payaga jise ₹account ma rakna he pdaga.
867,Agar dukaan wala e rupee nale to
868,Loan vi digital currency me hi milenge sayad?
869,Absolutely UPI. Most of the people don't about e rupee
870,Another thing is limitation. UPI has a daily transaction limit. If e-₹ is going to do the same or not is a thing to see.
871,Eruppe also requires infrastructure . it also server and electricity. The only difference is that cost wil be beared by Rbi instead of the bank.  I think government is planning to put the burden of currency management on consumer.
872,"Thanks sir,  now the doubt is clear after your analysis"
873,But what is the advantage of keeping money out from bank accounts into e-₹ during falling RoI? Because e-₹ wallet isn't going to give any interest on the capital.
874,I think e rupee will be majorly used with savings account and UPI with current account. Most loans are linked to business and current account. The daily spending people are now doing with UPI shall be made with e rupee and the business and loans will not have much access for digital rupee and banks also won't be loosing their ability to give loans and work. 🙂🙂
875,"UPI is so easy &amp; safe not only for city peopels, also have villegers , so UPI is best 🥺❤️"
876,Was the ad of UPI the starting of this video😂🤣
877,d
878,Physical Rupee Invest Kar Sakte Hai To Digital Rupee Bhi Kar Payenge Shaayad.
879,"Sir, can we deposit e rupee in our account like sbi or in any other account?"
880,Nothing should be free
881,D option
882,Sr Paytm mobile recharge me 1.50 paisa charge kiya .. recharge Krna hi Paytm se chhor diye hai
883,End of banks are near
884,I read this topic  many sources but this topic is cristal clear in this channel so thanku so much
885,D not comes in 8 core industries
886,future e-rupee transactions will be possible via UPI
887,"सर...आदिवासी , hawker , vendor , handicapped , old age person , blind person कैसे उसे use करेंगे...that's a main question"
888,Kya e-rupee ko normal rupees me convert kiya ja sakta hai ??
889,Ok
890,बैंक  भी बहोत लूट रही है उस से अच्छा आर बी आय के पास रहेगा तो बेहतर होगा
891,We should also look from CORRUPTION ANGLE
892,Jese hi start hoga log wapas cash par aa jayenge
893,Ans -d
894,Small charge lena chaahiye UPI transaction par. Sabhi Indian samajh jayenge
895,"What happened if someone went wrong...no interest,no internet 😀 We will totally gona depend on internet"
896,Jo bhi ho.. prime purpose economy ko maximum cashless karna hai.. banking sector will struggle for their survival.
897,Ans d
898,Will UPI be used to trnsfr e rupee
899,RBI should allow paper currency with them into digital currency through their counter.
900,e-rUPI will be more safer and trustable
901,digital rupee ko cash mai kaise convert kar sakte hain? agar kisi ke paas bank account na ho to ?
902,Cash is best...I would prefer it as long as it is not totally abolished..
903,I think e rupee me kuch limitations laga sakte hai ki customer sirf limit amount me e rupee jama kr skte hai. Or baaki pesa bank me jama karne diya jaye
904,But as a my experience I would like to say and using phonepe and their still taking 2 rupees on recharge
905,Ultimately the one that will win is Analogue Rupee
906,Basically crypto but with legal tender
907,D
908,I think Govt. Will make UPI chargeable and digital rupee non chargeable in future.
909,Govt should bear the UPI transaction charges.
910,"In the near future , eventually  no. Of transaction &amp; cost will increase... And bank will nlhave no more support of govt with subsidy, and it will be unbireabal for banck to sustain their mechanism so they will start demanding cost transaction cost..... UPI going  to fall day by day 😰😰😰😂🤣😅"
911,Sahi he online games bnd ho jaye gi bohot log barbaad ho chuke he iske karan phir games main e rupees add nhi hoga teen patti games khud bnd ho jaye gi
912,Sir who are bakaras in the end
913,UPI transaction karke kuchh jahil aate hn sir bank passbook print karwane keliye .bht gussa aata hai ush time .ek mahine mn pura passbook khatam ho jata hai
914,UPI is best e rUPI is failed
915,"UPI will exist as it is, e-Rupee will just replace cash transactions"
916,We want coins and notes made of recycled composite materials.. electronic data is prone to power and network outages..
